temperature,vibration,current,rpm,machine_status
73.97371322408986,0.14572042156102227,5.278628998133454,1341.5542425951676,1
68.89388559063052,0.1755600429557078,5.226658874028534,1415.6011482450504,0
75.18150830480553,0.15220951511638858,4.250784123355607,1453.037727496593,0
82.1842388512642,0.20883344375568957,5.4636673774109905,1511.9735128739753,0
68.12677300221331,0.29577428251695304,3.8079338595387053,1581.9329861285503,0
68.12690434440655,0.13831662742870365,4.476652539391737,1555.5308754697412,0
82.63370252405913,0.28006563982147314,3.4007297496817537,1405.6540161242012,0
76.13947783322327,0.13746623421224902,6.2469012135702515,1470.2630190267478,0
66.24420491252039,0.13218982300024928,4.8147604048437636,1506.1100470962053,0
74.34048034868772,0.26548756946745705,6.73350722785305,1479.02343004428,0
66.2926584575003,0.2737549102406094,5.642359941215596,1478.4563819305365,0
66.27416197143795,0.26811279494101237,5.35847857068082,1362.1805340276583,0
71.93569817252828,0.09473620734254871,4.5310178445752,1407.7812679088288,0
54.69375804273761,0.16272392175423595,4.162919971450064,1467.7648120688582,0
56.20065733989574,0.26583908736026574,5.418377259117556,1252.541946004387,1
65.50169976607222,0.20332334724511159,4.942788792581614,1551.2515456007884,0
61.89735103732461,0.11410457230420287,3.928583747611759,1390.1856720231144,0
72.51397866076219,0.23666543513003535,3.786513266793345,1554.947050661211,0
62.735807395830314,0.14281541928068237,4.233037016685133,1547.9132803576729,0
58.701570389317666,0.343561987871377,6.456773780212984,1456.5045565510093,0
81.72519015137243,0.32358731699346066,6.770622334409043,1580.043866056123,0
68.19378959610772,0.2483277941084454,5.1639913178471275,1559.4557875939947,0
70.5402256375034,0.3088805363815819,5.1191542369930305,1475.2830823332288,0
58.60201451029235,0.2051833080098705,4.730943702536383,1466.2592307846642,0
65.64493820379855,0.2612349995500013,4.252411721352399,1587.7786228531486,0
70.88738071767892,0.318217623624166,6.100143246085795,1518.5611071526132,0
60.79205138062158,0.21963989454354502,6.498861115117709,1583.5757734694514,0
73.00558414676537,0.1795850262788573,4.285264731328572,1308.882074051781,1
65.19489048064956,0.06363024334583076,4.933729297260319,1507.878807761557,0
67.66645000165379,0.1933493179422805,4.640106959431866,1373.80727304245,0
65.18634710216483,0.26587385476498493,4.663808740108018,1497.936919401059,0
84.8182254760715,0.2756506742054104,5.948726604343889,1557.1056166676708,0
69.89202220209653,0.2403492052574728,3.9504307637071028,1639.1312116599283,0
61.538312568352794,0.15669607240302083,5.373175752749045,1424.946661725025,0
76.5803592968255,0.041854274484192766,5.582590485844692,1457.9436155758412,0
60.23325080023182,0.1603827921596212,4.886279061118545,1492.357367433957,0
71.67090876003805,0.1756524103156839,5.7144542615894185,1422.0375118830489,0
54.322639008961794,0.1749656826247989,5.11812147242996,1578.2847783031407,0
59.374511608812554,0.24948450855823395,5.97370393692489,1494.3924363707501,0
71.57488988695299,0.3588541128811872,3.7822357560593165,1509.7565618700837,0
75.90773263996329,0.20988233614728746,4.720979791194504,1549.6138501419327,0
71.37094624951976,0.18266145686748309,4.942549485719172,1494.2630786899672,0
69.07481374089407,0.1792622549596726,2.8622340924229204,1434.5968697459307,0
67.59117043528569,0.20995078135261713,4.131237813137172,1494.9583809361227,0
58.17182407706058,0.1337364991721281,4.349120596512971,1431.505491238929,0
64.24124633284234,0.20961588469968442,5.75856479585868,1508.638471129319,0
66.3148898323217,0.23606498690654398,4.4345253229483195,1579.7550176641437,0
78.45697780975132,0.21677488508595907,4.3455368101552185,1406.0017366182135,0
72.74894631654769,0.23660335472038252,5.6539886245249535,1377.4103198846326,0
55.895678757098125,0.23469980874788282,3.705671483367956,1503.9399948735738,0
72.59267175515836,0.05824826542028452,3.343004746045142,1438.5760306604875,0
66.91934175666947,0.2509496126716323,4.710726159944523,1502.5396219529575,0
64.58462399755233,0.14631881234700372,3.841834585537316,1525.6322816487761,0
74.89341031072695,0.11233286695968338,3.8722565642722806,1328.505101685717,1
78.2479961799676,0.11164385377160031,5.458747033350385,1555.1879542126833,0
77.45024095292959,0.23468332883780235,5.700779070330063,1406.42651976358,0
63.286259814218894,0.18219400582201178,5.6310913726817,1498.2121639548247,0
67.52630099319029,0.06544249728116716,5.887021328245787,1447.2494131649255,0
72.65010745122851,0.23824302521538268,5.992907456011841,1455.8434388172564,0
77.80436101697887,0.08483134953609382,3.2971278329384552,1635.516635169439,0
66.16660609723768,0.2111857086814569,5.360329567943573,1525.5414016636528,0
68.51472818668947,0.21907991405384433,4.576313440344353,1572.3750722362872,0
61.149320207951774,0.2708461665356036,4.4020606032076515,1512.0753083362195,0
60.430347007354634,0.3425347829173481,5.4483317057669645,1549.6010859723963,0
76.50020657915358,0.09082589392795667,3.615763616083399,1533.3902689714762,0
80.84992022856659,0.19580209151495606,3.599113115302144,1520.3564915749462,0
69.42391902735733,0.17789317639646263,5.506858195265374,1588.5724727331744,0
78.02826318313619,0.234699974876877,5.390228814008719,1512.5204363075416,0
72.89308820038107,0.2172535016746895,5.109386124697208,1682.8118857774164,0
64.839041963159,0.17179630058107043,4.29606927622149,1576.842525824995,0
72.8911648440673,0.16472782491113158,5.595063707665699,1408.8367441808248,0
82.30429253172775,0.1106839315852762,5.544242313648381,1485.8760232813613,0
69.71339168712039,0.27902892659252077,5.068243612037963,1531.7662079592535,0
82.51714924651205,0.23673633452796236,4.058143166984182,1503.5597468569629,0
49.04203916728204,0.273421455823611,4.659801323416395,1554.9498735177735,0
76.57522003500179,0.1751683090819589,5.670266942019554,1563.76133638671,0
70.69637654590537,0.14745316250444557,6.0617529782414294,1391.2330411360829,0
67.60794119627306,0.11373479466966178,4.738770717298937,1602.4862035773197,0
